Name,Detail description en,Detail description vn,Location
Chả cá Lã Vọng,"Fried turmeric-marinated fish (usually catfish or snakehead) served on a sizzling pan with dill, scallions, rice noodles, crushed peanuts and fish sauce. Ingredients: fish, turmeric, dill, bún, mắm. Taste: fragrant, savory with herbaceous dill. Best time: lunch/dinner, often shared. Story: Iconic Hanoi dish created by the Lã Vọng restaurant in the 19th century; eaten with ritual and shared pans.","Cá tẩm nghệ chiên ăn nóng với thì là, hành, bún, lạc và nước chấm. Nguyên liệu: cá, nghệ, thì là, bún, mắm. Vị: thơm, đậm đà, mùi thì là đặc trưng. Thời điểm: trưa hoặc tối, thường ăn chia sẻ. Câu chuyện: món nổi tiếng của Hà Nội, gắn với quán Chả Cá Lã Vọng từ thế kỷ 19.",Hà Nội
Bún đậu mắm tôm,"Rice vermicelli and fried tofu served with herbs, boiled pork, fermented shrimp paste (mắm tôm) mixed with lime and chili. Ingredients: bún, đậu phụ rán, thịt luộc, mắm tôm. Taste: strong, pungent, savory and herbaceous. Best time: lunch/dinner, often with beer. Story: Northern Hanoi street specialty with bold flavors; mắm tôm is an acquired taste.","Bún cùng đậu rán, thịt luộc và rau, chấm mắm tôm pha chanh ớt. Nguyên liệu: bún, đậu rán, thịt, mắm tôm. Vị: mạnh, nồng, mặn và thơm rau. Thời điểm: trưa/tối, thường dùng kèm bia. Câu chuyện: đặc sản Hà Nội miền Bắc với hương vị đậm đà, mắm tôm là nét đặc trưng.",Hà Nội
Nem rán / Chả giò,"Deep-fried spring rolls filled with minced pork, mushrooms, glass noodles, carrots and spices, wrapped in rice paper. Ingredients: ground pork, mộc nhĩ, miến, bánh tráng. Taste: crispy exterior, savory filling. Best time: appetizer or snack, parties. Story: Common celebratory dish across Vietnam with regional name differences (nem rán in north, chả giò in south).","Chả giò/ nem rán nhân thịt băm, mộc nhĩ, miến, cà rốt cuộn bánh tráng chiên giòn. Nguyên liệu: thịt, mộc nhĩ, miến, bánh tráng. Vị: giòn ngoài, đậm vị trong. Thời điểm: món khai vị, ăn vặt hoặc dịp lễ tết. Câu chuyện: phổ biến khắp cả nước, tên gọi khác nhau theo vùng.",Toàn quốc
Gỏi cuốn,"Fresh rice-paper rolls filled with shrimp, pork, vermicelli, lettuce and herbs, served with peanut or hoisin dipping sauce. Ingredients: bánh tráng, tôm, thịt, bún, rau. Taste: fresh, light and herbaceous. Best time: snack or appetizer, healthy option. Story: Known as summer rolls internationally; popular for its freshness and portability.","Cuốn tươi nhân tôm, thịt, bún, rau sống cuộn bánh tráng, chấm tương đậu hoặc nước mắm. Nguyên liệu: bánh tráng, tôm, thịt, bún, rau. Vị: tươi, nhẹ, nhiều rau thơm. Thời điểm: ăn vặt, khai vị, lựa chọn lành mạnh. Câu chuyện: được gọi là summer rolls ở nước ngoài, nổi tiếng vì tươi mát và tiện lợi.",Toàn quốc
Bánh xèo,"Savory Vietnamese pancake made from rice flour and coconut milk with turmeric, filled with shrimp, pork, bean sprouts and mung beans; served with lettuce and herbs for wrapping and fish-sauce dip. Ingredients: rice flour, nghệ, tôm, thịt, giá. Taste: crispy, savory and slightly sweet. Best time: lunch/dinner and communal meals. Story: Southern specialty with variations across regions.","Chiếc bánh mỏng làm từ bột gạo và nước dừa, có nghệ, nhân tôm, thịt, giá và đậu xanh, ăn kèm rau cuốn và nước mắm. Nguyên liệu: bột gạo, nước dừa, nghệ, tôm, thịt. Vị: giòn, mặn, hơi ngọt. Thời điểm: trưa/tối, thường ăn cùng nhóm. Câu chuyện: đặc sản miền Nam nhưng có nhiều biến thể vùng miền.",Miền Nam
Hủ tiếu,"Clear noodle soup popular in the Mekong and Saigon regions with pork or seafood, bean sprouts and garlic oil. Ingredients: rice noodles, pork bones broth, hải sản or pork, herbs. Taste: light, slightly sweet and aromatic. Best time: breakfast or anytime. Story: Influenced by Chinese and Khmer cuisines; many regional variations like Hủ Tiếu Mỹ Tho.","Món nước với sợi bánh dai, nước dùng thanh hầm xương, thịt heo hoặc hải sản, giá và hành phi. Nguyên liệu: bánh phở/hủ tiếu, xương, tôm, thịt, rau. Vị: thanh, hơi ngọt, thơm. Thời điểm: ăn sáng hoặc bất cứ lúc nào. Câu chuyện: chịu ảnh hưởng Trung-Khmer, có nhiều biến thể địa phương như Hủ Tiếu Mỹ Tho.",Miền Nam / Mỹ Tho
Bún ốc,"Snail noodle soup made with river snails, tomato or tamarind broth, tofu and herbs. Ingredients: ốc, bún, cà chua hoặc me, đậu. Taste: tangy, slightly briny and aromatic. Best time: lunch/dinner. Story: Traditional Hanoi specialty enjoyed for its distinctive snail flavor and broth.","Bún nước với ốc đồng, nước dùng cà chua hoặc me, đậu hũ và rau thơm. Nguyên liệu: ốc, bún, cà chua/me, đậu. Vị: chua nhẹ, hơi mặn của ốc, thơm. Thời điểm: trưa hoặc tối. Câu chuyện: đặc sản truyền thống Hà Nội, nổi bật bởi hương vị ốc đặc trưng.",Hà Nội
Bún mắm,"Fermented fish broth noodle soup from the Mekong Delta featuring strong-smelling mắm (fermented fish/prawn paste), with fish, shrimp, squid, eggplant and herbs. Ingredients: mắm cá, hải sản, bún, cà tím, rau. Taste: pungent, deeply savory and complex. Best time: lunch/dinner for adventurous eaters. Story: A Mekong Delta classic valued for bold, layered flavors.","Bún nước dùng từ mắm cá/mắm tôm lên men, có cá, tôm, mực, cà tím và rau thơm. Nguyên liệu: mắm, hải sản, bún, cà tím, rau. Vị: nồng, đậm đà và phong phú. Thời điểm: trưa hoặc tối, dành cho người ưa hương vị mạnh. Câu chuyện: món tiêu biểu Nam Bộ với hương vị đậm đà đặc trưng vùng đồng bằng sông Cửu Long.",Đồng bằng sông Cửu Long
Bún cá Nha Trang,"Fish noodle soup from Nha Trang with clear fish-based broth, grilled or fried fish fillets, rice vermicelli and pineapple, tomatoes and herbs. Ingredients: fish, bún, cà chua, dứa, rau. Taste: fresh, slightly sweet and sour, light seafood savor. Best time: lunch/dinner. Story: Coastal specialty using abundant local seafood.","Bún nước từ cá tươi của Nha Trang, có cá nướng/chiên, bún, cà chua, dứa và rau thơm. Nguyên liệu: cá, bún, cà chua, dứa, rau. Vị: tươi, hơi ngọt chua, vị biển nhẹ. Thời điểm: trưa hoặc tối. Câu chuyện: đặc sản biển Nha Trang tận dụng hải sản tươi ngon địa phương.",Nha Trang
Mì hoành thánh,"Wonton noodle soup with thin egg noodles, pork or shrimp wontons, char siu (roast pork) or sliced pork in a clear broth. Ingredients: wǎn tán, mì trứng, thịt, nước dùng. Taste: savory, comforting and mild. Best time: breakfast or lunch. Story: Brought by Chinese immigrants and adapted into Vietnamese cuisine with local flavors.","Mì nước có hoành thánh nhân thịt/tôm, mì trứng, thịt xá xíu hoặc thái lát trong nước dùng trong. Nguyên liệu: hoành thánh, mì, thịt, nước dùng. Vị: đậm đà, ấm bụng và dịu. Thời điểm: ăn sáng hoặc trưa. Câu chuyện: du nhập từ người Hoa, đã hòa nhập vào ẩm thực Việt với hương vị địa phương.","Toàn quốc (phổ biến ở Sài Gòn, Hà Nội)"
Bánh cuốn,"Steamed rice rolls filled with minced pork and wood ear mushrooms, served with fried shallots, fish sauce and chả lụa (Vietnamese pork sausage). Ingredients: thin steamed rice sheets, pork, mộc nhĩ, hành phi. Taste: delicate, soft and savory. Best time: breakfast. Story: Traditional northern dish, famous in Thanh Trì and Hanoi.","Bánh ướt cuộn nhân thịt băm và mộc nhĩ, ăn kèm hành phi, nước mắm và chả lụa. Nguyên liệu: bánh tráng hấp mỏng, thịt, mộc nhĩ, hành phi. Vị: mềm mại, nhẹ nhàng và đậm vị. Thời điểm: ăn sáng. Câu chuyện: món truyền thống miền Bắc, nổi tiếng ở Thanh Trì và Hà Nội.",Hà Nội (Thanh Trì)
Xôi,"Sticky rice dish that can be sweet or savory. Common savory types include xôi xéo (with mung bean and fried shallots), xôi gà (with chicken) or xôi ngọt with coconut and beans. Ingredients: glutinous rice, toppings vary (chicken, pate, mung). Taste: sticky, rich and satisfying. Best time: breakfast or snack. Story: Ubiquitous street food and ceremonial dish across Vietnam.","Món xôi từ gạo nếp có thể ngọt hoặc mặn. Loại mặn phổ biến: xôi xéo (đậu xanh, hành phi), xôi gà; ngọt có nước dừa, đậu. Nguyên liệu: gạo nếp, các topping khác nhau. Vị: dẻo, béo và đầy đặn. Thời điểm: ăn sáng hoặc ăn vặt. Câu chuyện: món đường phố phổ biến và thường xuất hiện trong lễ cúng, dịp lễ tết.",Toàn quốc
Chè,"Vietnamese sweet soups or puddings made with beans, sticky rice, fruits, coconut milk or jellies (e.g., chè đậu xanh, chè ba màu). Ingredients: beans, trái cây, nước cốt dừa, đường. Taste: sweet, creamy or refreshing. Best time: dessert or snack, especially in hot weather. Story: Longstanding tradition of desserts in culinary culture, many regional variants.","Chè là các món ngọt từ đậu, xôi, trái cây, nước cốt dừa hoặc thạch (ví dụ chè đậu xanh, chè ba màu). Nguyên liệu: đậu, trái cây, nước cốt dừa, đường. Vị: ngọt, béo hoặc mát lạnh. Thời điểm: tráng miệng hoặc ăn vặt, đặc biệt khi trời nóng. Câu chuyện: truyền thống tráng miệng lâu đời với nhiều biến thể vùng miền.",Toàn quốc
Bột chiên,"Pan-fried rice flour cakes mixed with egg, scallions and served with pickles and soy-based dipping sauce. Ingredients: rice flour cakes, trứng, hành, đồ chua. Taste: crispy edges, soft interior, savory. Best time: snack or breakfast. Story: Popular Saigon breakfast/street snack influenced by Chinese turnip cake dishes.","Bánh bột chiên rán cùng trứng, hành, ăn kèm đồ chua và nước tương/chấm. Nguyên liệu: bánh bột, trứng, hành, đồ chua. Vị: giòn cạnh, mềm trong, mặn vừa. Thời điểm: ăn vặt hoặc ăn sáng. Câu chuyện: món ăn sáng/ăn vặt phổ biến ở Sài Gòn, có nguồn gốc ảnh hưởng Trung Hoa.",Hồ Chí Minh
Bò kho,"Hearty beef stew simmered with carrots, star anise and lemongrass, seasoned with soy and fish sauce; served with bread, rice or noodles. Ingredients: beef, cà rốt, sả, hoa hồi, nước mắm. Taste: rich, aromatic, slightly sweet-savory. Best time: breakfast with baguette or dinner. Story: Comforting family dish influenced by colonial and Chinese stews.","Bò kho là món hầm bò đậm đà với cà rốt, sả, hoa hồi, nước mắm, thường ăn cùng bánh mì hoặc bún. Nguyên liệu: bò, cà rốt, sả, hoa hồi, nước mắm. Vị: đậm, thơm, hơi ngọt mặn. Thời điểm: ăn sáng với bánh mì hoặc bữa tối. Câu chuyện: món ăn ấm bụng, chịu ảnh hưởng ẩm thực Pháp và Trung Hoa.",Toàn quốc
Bún bò Nam Bộ,"Southern-style stir-fried beef served over vermicelli with herbs, crushed peanuts, fried shallots and fish-sauce dressing. Ingredients: beef, bún, rau, đậu phộng, nước mắm. Taste: sweet-salty, fresh and crunchy. Best time: lunch/dinner. Story: Modern Saigon favorite combining grilled flavors with fresh herbs.","Bò xào kiểu Nam Bộ ăn trên giường bún với rau sống, lạc rang, hành phi và nước mắm. Nguyên liệu: bò, bún, rau, lạc, nước mắm. Vị: ngọt mặn, tươi và giòn. Thời điểm: trưa hoặc tối. Câu chuyện: món ưa thích hiện đại của Sài Gòn, kết hợp vị nướng với rau thơm.",Hồ Chí Minh
Canh chua,"Sour soup typical of the Mekong Delta made with tamarind, pineapple, tomatoes, okra and fish or shrimp, flavored with rice-paddy herbs. Ingredients: me, dứa, cà chua, cá/tôm, rau răm. Taste: sour, sweet, savory and herbaceous. Best time: lunch/dinner with rice. Story: Delta specialty balancing sweet and sour to complement fried dishes.","Canh chua miền Tây nấu với me, dứa, cà chua, đậu bắp và cá/tôm, gia vị bằng các loại rau đồng. Nguyên liệu: me, dứa, cà, cá/tôm, rau răm. Vị: chua, ngọt, mặn và đậm mùi rau thơm. Thời điểm: trưa/tối ăn cùng cơm. Câu chuyện: đặc trưng miền Tây, thường dùng để cân bằng các món chiên xào.",Đồng bằng sông Cửu Long
Lẩu mắm,"A strong-flavored hotpot using fermented fish paste (mắm) as the base, cooked with assorted seafood, fish, vegetables and herbs. Ingredients: mắm, cá, tôm, rau, bún. Taste: pungent, deeply savory and complex. Best time: communal dinner, cool weather. Story: Iconic Mekong hotpot with bold flavors meant for group dining.","Lẩu dùng mắm làm nước dùng, nấu với cá, tôm, các loại rau và bún. Nguyên liệu: mắm, hải sản, rau, bún. Vị: nồng, đậm đà và phong phú. Thời điểm: bữa tối tập thể, trời se lạnh thích hợp. Câu chuyện: lẩu đặc trưng miền Tây với hương vị mạnh, phù hợp ăn nhóm.",Cần Thơ / Mekong
